Title,ViewCount,URL,Thumbnail,PublishedAt,DurationSec,Rank
【アニメ】野グソしたけど紙がないのでクレームの電話入れる,3920819,https://www.youtube.com/watch?v=Ch0Jpymlu6c,https://i.ytimg.com/vi/Ch0Jpymlu6c/hqdefault.jpg,2021-07-15T10:00:04Z,207,77
【アニメ】昔ヤンチャしてた感じ出してくるおばあちゃん,3914037,https://www.youtube.com/watch?v=n2Ls5NFu2cQ,https://i.ytimg.com/vi/n2Ls5NFu2cQ/hqdefault.jpg,2021-08-09T10:00:23Z,164,78
【アニメ】ぜんぶ間違えてる厨二病,3896937,https://www.youtube.com/watch?v=Bf1r6nw4MIk,https://i.ytimg.com/vi/Bf1r6nw4MIk/hqdefault.jpg,2021-04-22T10:09:42Z,155,79
【アニメ】少女と監禁と実験とバケモノ,3875059,https://www.youtube.com/watch?v=NfOv7xuVIZU,https://i.ytimg.com/vi/NfOv7xuVIZU/hqdefault.jpg,2020-02-07T09:00:07Z,123,80
【アニメ】うるさいタイプのASMR（イヤフォン推奨）,3872014,https://www.youtube.com/watch?v=ZQcLr1KXFLc,https://i.ytimg.com/vi/ZQcLr1KXFLc/hqdefault.jpg,2020-11-07T10:00:13Z,135,81
【アニメ】僕は想像妊娠で生まれました,3804222,https://www.youtube.com/watch?v=jBAEIWXqJS4,https://i.ytimg.com/vi/jBAEIWXqJS4/hqdefault.jpg,2020-01-18T09:00:12Z,112,82
《アニメ》ゲロと誕生日あるある,3786781,https://www.youtube.com/watch?v=Ci-jbIsRGmg,https://i.ytimg.com/vi/Ci-jbIsRGmg/hqdefault.jpg,2019-10-23T09:00:04Z,99,83
【アニメ】旅行先に光彦がいて緊張感が増す,3777979,https://www.youtube.com/watch?v=ycU0WD5FNYk,https://i.ytimg.com/vi/ycU0WD5FNYk/hqdefault.jpg,2022-07-19T10:00:28Z,215,84
全卒業生におくるアニメ（感動）,3768761,https://www.youtube.com/watch?v=1ni-bxPN8CI,https://i.ytimg.com/vi/1ni-bxPN8CI/hqdefault.jpg,2020-03-22T09:00:02Z,127,85
【アニメ】段取りを全部間違えたプロポーズ,3750766,https://www.youtube.com/watch?v=WOVz0DNJp_Q,https://i.ytimg.com/vi/WOVz0DNJp_Q/hqdefault.jpg,2021-01-15T10:50:03Z,193,86
